"_id","created_on","date_time","node_id","ppl_in","ppl_out"
"ObjectId(""5976700f901f020c0500066c"")","ISODate(""2017-07-25T06:09:00.000+08:00"")","1500936099781","114","0","0"
"ObjectId(""59767011901f02d8060004da"")","ISODate(""2017-07-25T06:09:00.000+08:00"")","1500936102271","109","0","1"
"ObjectId(""59767052901f02d8060004e0"")","ISODate(""2017-07-25T06:10:00.000+08:00"")","1500936166775","111","0","0"
"ObjectId(""597670a4901f02d8060004e3"")","ISODate(""2017-07-25T06:11:00.000+08:00"")","1500936248729","110","0","0"
"ObjectId(""5976713b901f020c05000679"")","ISODate(""2017-07-25T06:14:00.000+08:00"")","1500936399789","114","0","0"
"ObjectId(""5976713f901f02581200500f"")","ISODate(""2017-07-25T06:14:00.000+08:00"")","1500936402428","109","0","3"
"ObjectId(""5976717e901f02d8060004ed"")","ISODate(""2017-07-25T06:15:00.000+08:00"")","1500936466907","111","0","0"
"ObjectId(""597671d0901f02d8060004f2"")","ISODate(""2017-07-25T06:16:00.000+08:00"")","1500936548901","110","0","0"
"ObjectId(""59767267901f02d8060004f5"")","ISODate(""2017-07-25T06:19:00.000+08:00"")","1500936699930","114","0","0"
"ObjectId(""59767269901f020c05000689"")","ISODate(""2017-07-25T06:19:00.000+08:00"")","1500936702528","109","0","0"
"ObjectId(""597672aa901f020c0500068e"")","ISODate(""2017-07-25T06:20:00.000+08:00"")","1500936766919","111","0","0"
"ObjectId(""597672fc901f025812005020"")","ISODate(""2017-07-25T06:21:00.000+08:00"")","1500936849095","110","0","0"
"ObjectId(""59767394901f02d806000503"")","ISODate(""2017-07-25T06:24:00.000+08:00"")","1500937000119","114","0","0"
"ObjectId(""59767395901f020c0500069c"")","ISODate(""2017-07-25T06:24:00.000+08:00"")","1500937002632","109","0","4"
"ObjectId(""597673d6901f0280030052ea"")","ISODate(""2017-07-25T06:25:00.000+08:00"")","1500937067030","111","0","0"
"ObjectId(""59767429901f0280030052ed"")","ISODate(""2017-07-25T06:26:00.000+08:00"")","1500937149211","110","0","0"
"ObjectId(""597674c1901f025812005033"")","ISODate(""2017-07-25T06:29:00.000+08:00"")","1500937300156","114","0","0"
"ObjectId(""597674c2901f020c050006a9"")","ISODate(""2017-07-25T06:29:00.000+08:00"")","1500937302690","109","0","0"
"ObjectId(""59767502901f020c050006b0"")","ISODate(""2017-07-25T06:30:00.000+08:00"")","1500937367065","111","0","0"
"ObjectId(""59767554901f0280030052f4"")","ISODate(""2017-07-25T06:31:00.000+08:00"")","1500937449403","110","0","0"
"ObjectId(""597675ec901f02581200503c"")","ISODate(""2017-07-25T06:34:00.000+08:00"")","1500937600167","114","0","0"
"ObjectId(""597675ee901f0280030052fa"")","ISODate(""2017-07-25T06:34:00.000+08:00"")","1500937602878","109","0","0"
"ObjectId(""597675f9901f02581200503d"")","ISODate(""2017-07-25T06:34:00.000+08:00"")","1500934823762","106","0","0"
"ObjectId(""5976762f901f02d806000525"")","ISODate(""2017-07-25T06:35:00.000+08:00"")","1500937667255","111","0","0"
"ObjectId(""59767680901f028003005302"")","ISODate(""2017-07-25T06:36:00.000+08:00"")","1500937749431","110","0","0"
"ObjectId(""59767717901f02581200504d"")","ISODate(""2017-07-25T06:39:00.000+08:00"")","1500937900201","114","0","0"
"ObjectId(""5976771c901f020c050006b2"")","ISODate(""2017-07-25T06:39:00.000+08:00"")","1500937902948","109","0","0"
"ObjectId(""5976775a901f025812005052"")","ISODate(""2017-07-25T06:40:00.000+08:00"")","1500937967349","111","0","0"
"ObjectId(""597677ad901f02d806000531"")","ISODate(""2017-07-25T06:41:00.000+08:00"")","1500938049579","110","0","0"
"ObjectId(""59767847901f02581200505a"")","ISODate(""2017-07-25T06:44:00.000+08:00"")","1500938200245","114","0","0"
"ObjectId(""59767847901f02d806000539"")","ISODate(""2017-07-25T06:44:00.000+08:00"")","1500938202949","109","0","1"
"ObjectId(""59767886901f020c050006c9"")","ISODate(""2017-07-25T06:45:00.000+08:00"")","1500938267425","111","0","0"
"ObjectId(""597678d9901f025812005061"")","ISODate(""2017-07-25T06:46:00.000+08:00"")","1500938349648","110","0","0"
"ObjectId(""59767970901f02d806000549"")","ISODate(""2017-07-25T06:49:00.000+08:00"")","1500938500373","114","0","0"
"ObjectId(""59767972901f02800300530e"")","ISODate(""2017-07-25T06:49:00.000+08:00"")","1500938503018","109","0","1"
"ObjectId(""597679b2901f02d806000550"")","ISODate(""2017-07-25T06:50:00.000+08:00"")","1500938567508","111","0","0"
"ObjectId(""59767a05901f02d806000556"")","ISODate(""2017-07-25T06:51:00.000+08:00"")","1500938649769","110","0","0"
"ObjectId(""59767a9b901f02d80600055d"")","ISODate(""2017-07-25T06:54:00.000+08:00"")","1500938800507","114","0","0"
"ObjectId(""59767a9e901f020412004f95"")","ISODate(""2017-07-25T06:54:00.000+08:00"")","1500938803175","109","0","1"
"ObjectId(""59767adf901f020412004f9c"")","ISODate(""2017-07-25T06:55:00.000+08:00"")","1500938867525","111","0","0"
"ObjectId(""59767b31901f020c050006dc"")","ISODate(""2017-07-25T06:56:00.000+08:00"")","1500938949952","110","0","0"
"ObjectId(""59767bc8901f020412004fa6"")","ISODate(""2017-07-25T06:59:00.000+08:00"")","1500939100516","114","0","0"
"ObjectId(""59767bcb901f028003005325"")","ISODate(""2017-07-25T06:59:00.000+08:00"")","1500939103299","109","0","2"
"ObjectId(""59767c0b901f020412004fa9"")","ISODate(""2017-07-25T07:00:00.000+08:00"")","1500939167592","111","0","0"
"ObjectId(""59767c5c901f02800300532e"")","ISODate(""2017-07-25T07:01:00.000+08:00"")","1500939250078","110","0","0"
"ObjectId(""59767cf4901f020c050006e7"")","ISODate(""2017-07-25T07:04:00.000+08:00"")","1500939400597","114","0","0"
"ObjectId(""59767cf6901f020412004fb6"")","ISODate(""2017-07-25T07:04:00.000+08:00"")","1500939403423","109","0","0"
"ObjectId(""59767d37901f020412004fbc"")","ISODate(""2017-07-25T07:05:00.000+08:00"")","1500939467652","111","0","0"
"ObjectId(""59767d89901f020c050006ef"")","ISODate(""2017-07-25T07:06:00.000+08:00"")","1500939550094","110","0","0"
"ObjectId(""59767e20901f02800300533e"")","ISODate(""2017-07-25T07:09:00.000+08:00"")","1500939700621","114","0","0"
"ObjectId(""59767e23901f02d806000570"")","ISODate(""2017-07-25T07:09:00.000+08:00"")","1500939703475","109","0","2"
"ObjectId(""59767e26901f020c050006f3"")","ISODate(""2017-07-25T07:09:00.000+08:00"")","1500939324826","106","0","0"
"ObjectId(""59767e63901f02d806000575"")","ISODate(""2017-07-25T07:10:00.000+08:00"")","1500939767849","111","0","0"
"ObjectId(""59767eb5901f02800300534a"")","ISODate(""2017-07-25T07:11:00.000+08:00"")","1500939850124","110","0","0"
"ObjectId(""59767f4c901f028003005350"")","ISODate(""2017-07-25T07:14:00.000+08:00"")","1500940000781","114","0","0"
"ObjectId(""59767f4e901f020c050006f9"")","ISODate(""2017-07-25T07:14:00.000+08:00"")","1500940003610","109","0","4"
"ObjectId(""59767f90901f020c05000700"")","ISODate(""2017-07-25T07:15:00.000+08:00"")","1500940067983","111","0","0"
"ObjectId(""59767fe0901f02d80600058b"")","ISODate(""2017-07-25T07:16:00.000+08:00"")","1500940150270","110","0","0"
"ObjectId(""59768078901f020412004fdb"")","ISODate(""2017-07-25T07:19:00.000+08:00"")","1500940300824","114","0","0"
"ObjectId(""5976807a901f025812005074"")","ISODate(""2017-07-25T07:19:00.000+08:00"")","1500940303727","109","0","1"
"ObjectId(""597680bc901f020412004fdd"")","ISODate(""2017-07-25T07:20:00.000+08:00"")","1500940367988","111","0","0"
"ObjectId(""5976810e901f02d806000592"")","ISODate(""2017-07-25T07:21:00.000+08:00"")","1500940450304","110","0","0"
"ObjectId(""597681a4901f02d806000596"")","ISODate(""2017-07-25T07:24:00.000+08:00"")","1500940600966","114","0","0"
"ObjectId(""597681a8901f020412004fe9"")","ISODate(""2017-07-25T07:24:00.000+08:00"")","1500940603824","109","0","1"
"ObjectId(""597681e7901f020412004fec"")","ISODate(""2017-07-25T07:25:00.000+08:00"")","1500940668155","111","0","0"
"ObjectId(""59768239901f02d80600059d"")","ISODate(""2017-07-25T07:26:00.000+08:00"")","1500940750474","110","0","0"
"ObjectId(""597682d1901f02d8060005a7"")","ISODate(""2017-07-25T07:29:00.000+08:00"")","1500940900989","114","0","0"
"ObjectId(""597682d4901f02581200508d"")","ISODate(""2017-07-25T07:29:00.000+08:00"")","1500940903865","109","0","1"
"ObjectId(""59768314901f02d8060005aa"")","ISODate(""2017-07-25T07:30:00.000+08:00"")","1500940968156","111","0","0"
"ObjectId(""59768365901f020412005000"")","ISODate(""2017-07-25T07:31:00.000+08:00"")","1500941050505","110","0","0"
"ObjectId(""597683fc901f02581200509c"")","ISODate(""2017-07-25T07:34:00.000+08:00"")","1500941201057","114","0","0"
"ObjectId(""59768402901f020c0500071e"")","ISODate(""2017-07-25T07:34:00.000+08:00"")","1500941203969","109","1","1"
"ObjectId(""5976843f901f020c05000722"")","ISODate(""2017-07-25T07:35:00.000+08:00"")","1500941268309","111","0","0"
"ObjectId(""59768492901f02d8060005bf"")","ISODate(""2017-07-25T07:36:00.000+08:00"")","1500941350608","110","0","0"
"ObjectId(""59768529901f020c05000731"")","ISODate(""2017-07-25T07:39:00.000+08:00"")","1500941501111","114","0","0"
"ObjectId(""5976852d901f0258120050a5"")","ISODate(""2017-07-25T07:39:00.000+08:00"")","1500941504085","109","1","2"
"ObjectId(""5976856d901f020c05000736"")","ISODate(""2017-07-25T07:40:00.000+08:00"")","1500941568488","111","0","0"
"ObjectId(""597685be901f020412005011"")","ISODate(""2017-07-25T07:41:00.000+08:00"")","1500941650668","110","0","0"
"ObjectId(""59768656901f020412005018"")","ISODate(""2017-07-25T07:44:00.000+08:00"")","1500941801296","114","0","0"
"ObjectId(""59768657901f020c05000742"")","ISODate(""2017-07-25T07:44:00.000+08:00"")","1500941804103","109","0","4"
"ObjectId(""5976868a901f0258120050b9"")","ISODate(""2017-07-25T07:45:00.000+08:00"")","1500941425331","106","0","0"
"ObjectId(""59768699901f0258120050ba"")","ISODate(""2017-07-25T07:45:00.000+08:00"")","1500941868505","111","3","2"
"ObjectId(""597686ea901f020c05000745"")","ISODate(""2017-07-25T07:46:00.000+08:00"")","1500941950812","110","0","0"
"ObjectId(""59768782901f02d8060005d8"")","ISODate(""2017-07-25T07:49:00.000+08:00"")","1500942101495","114","0","0"
"ObjectId(""59768785901f0258120050c7"")","ISODate(""2017-07-25T07:49:00.000+08:00"")","1500942104147","109","0","3"
"ObjectId(""597687c4901f020c05000750"")","ISODate(""2017-07-25T07:50:00.000+08:00"")","1500942168632","111","0","2"
"ObjectId(""59768817901f02d8060005e5"")","ISODate(""2017-07-25T07:51:00.000+08:00"")","1500942250930","110","0","0"
"ObjectId(""597688ad901f020c0500075e"")","ISODate(""2017-07-25T07:54:00.000+08:00"")","1500942401526","114","0","0"
"ObjectId(""597688b1901f0258120050d6"")","ISODate(""2017-07-25T07:54:00.000+08:00"")","1500942404189","109","2","3"
"ObjectId(""597688f1901f02d8060005e9"")","ISODate(""2017-07-25T07:55:00.000+08:00"")","1500942468724","111","10","6"
"ObjectId(""59768943901f020412005021"")","ISODate(""2017-07-25T07:56:00.000+08:00"")","1500942551045","110","1","0"
"ObjectId(""597689d9901f0258120050e8"")","ISODate(""2017-07-25T07:59:00.000+08:00"")","1500942701631","114","0","0"
"ObjectId(""597689db901f02d8060005f6"")","ISODate(""2017-07-25T07:59:00.000+08:00"")","1500942704324","109","0","1"
"ObjectId(""59768a1d901f02d8060005fa"")","ISODate(""2017-07-25T08:00:00.000+08:00"")","1500942768834","111","7","1"
"ObjectId(""59768a72901f02041200502e"")","ISODate(""2017-07-25T08:01:00.000+08:00"")","1500942851149","110","0","0"
"ObjectId(""59768b06901f020c05000766"")","ISODate(""2017-07-25T08:04:00.000+08:00"")","1500943001764","114","0","0"
"ObjectId(""59768b09901f0258120050f6"")","ISODate(""2017-07-25T08:04:00.000+08:00"")","1500943004341","109","1","1"
"ObjectId(""59768b48901f02d806000605"")","ISODate(""2017-07-25T08:05:00.000+08:00"")","1500943068932","111","0","0"
"ObjectId(""59768b9b901f02d80600060a"")","ISODate(""2017-07-25T08:06:00.000+08:00"")","1500943151272","110","0","0"
"ObjectId(""59768c31901f020c05000772"")","ISODate(""2017-07-25T08:09:00.000+08:00"")","1500943301950","114","0","0"
"ObjectId(""59768c34901f02d806000610"")","ISODate(""2017-07-25T08:09:00.000+08:00"")","1500943304377","109","0","2"
"ObjectId(""59768c74901f020c05000779"")","ISODate(""2017-07-25T08:10:00.000+08:00"")","1500943369003","111","0","0"
"ObjectId(""59768cc6901f028003005358"")","ISODate(""2017-07-25T08:11:00.000+08:00"")","1500943451333","110","0","0"
"ObjectId(""59768d5d901f020412005038"")","ISODate(""2017-07-25T08:14:00.000+08:00"")","1500943602011","114","0","0"
"ObjectId(""59768d61901f028003005360"")","ISODate(""2017-07-25T08:14:00.000+08:00"")","1500943604464","109","2","5"
"ObjectId(""59768da1901f022405001376"")","ISODate(""2017-07-25T08:15:00.000+08:00"")","1500943669126","111","0","0"
"ObjectId(""59768df3901f02240500137c"")","ISODate(""2017-07-25T08:16:00.000+08:00"")","1500943751425","110","0","0"
"ObjectId(""59768e8a901f02f40500016a"")","ISODate(""2017-07-25T08:19:00.000+08:00"")","1500943902055","114","0","0"
"ObjectId(""59768e8d901f02581200510f"")","ISODate(""2017-07-25T08:19:00.000+08:00"")","1500943904507","109","1","0"
"ObjectId(""59768ecd901f025812005114"")","ISODate(""2017-07-25T08:20:00.000+08:00"")","1500943969226","111","1","0"
"ObjectId(""59768f1f901f02581200511b"")","ISODate(""2017-07-25T08:21:00.000+08:00"")","1500944051480","110","0","0"
"ObjectId(""59768f8e901f02d806000644"")","ISODate(""2017-07-25T08:23:00.000+08:00"")","1500926721624","106","0","0"
"ObjectId(""59768fb6901f025812005121"")","ISODate(""2017-07-25T08:24:00.000+08:00"")","1500944202192","114","0","0"
"ObjectId(""59768fb9901f022405001381"")","ISODate(""2017-07-25T08:24:00.000+08:00"")","1500944204604","109","2","2"
"ObjectId(""59768ff8901f02f40500017c"")","ISODate(""2017-07-25T08:25:00.000+08:00"")","1500944269332","111","1","2"
"ObjectId(""5976904b901f025812005128"")","ISODate(""2017-07-25T08:26:00.000+08:00"")","1500944351534","110","0","0"
"ObjectId(""597690e2901f025812005135"")","ISODate(""2017-07-25T08:29:00.000+08:00"")","1500944502302","114","0","0"
"ObjectId(""597690e4901f02240500138e"")","ISODate(""2017-07-25T08:29:00.000+08:00"")","1500944504698","109","1","2"
"ObjectId(""59769126901f022405001390"")","ISODate(""2017-07-25T08:30:00.000+08:00"")","1500944569459","111","1","4"
"ObjectId(""5976916d901f022405001393"")","ISODate(""2017-07-25T08:31:00.000+08:00"")","1500934033987","105","0","0"
"ObjectId(""59769177901f02d80600064d"")","ISODate(""2017-07-25T08:31:00.000+08:00"")","1500944651543","110","0","0"
"ObjectId(""5976920f901f022405001397"")","ISODate(""2017-07-25T08:34:00.000+08:00"")","1500944802499","114","0","0"
"ObjectId(""5976920f901f02d806000653"")","ISODate(""2017-07-25T08:34:00.000+08:00"")","1500944804743","109","0","0"
"ObjectId(""59769250901f02d806000657"")","ISODate(""2017-07-25T08:35:00.000+08:00"")","1500944869625","111","3","1"
"ObjectId(""597692a4901f020c05000792"")","ISODate(""2017-07-25T08:36:00.000+08:00"")","1500944951588","110","0","0"
"ObjectId(""5976933b901f0224050013a4"")","ISODate(""2017-07-25T08:39:00.000+08:00"")","1500945102593","114","0","0"
"ObjectId(""5976933d901f02f405000198"")","ISODate(""2017-07-25T08:39:00.000+08:00"")","1500945104768","109","1","0"
"ObjectId(""5976937d901f0224050013a8"")","ISODate(""2017-07-25T08:40:00.000+08:00"")","1500945169680","111","0","2"
"ObjectId(""597693cf901f020c0500079f"")","ISODate(""2017-07-25T08:41:00.000+08:00"")","1500945251765","110","0","0"
"ObjectId(""59769467901f0224050013ae"")","ISODate(""2017-07-25T08:44:00.000+08:00"")","1500945402700","114","0","0"
"ObjectId(""59769469901f020c050007a9"")","ISODate(""2017-07-25T08:44:00.000+08:00"")","1500945404846","109","1","1"
"ObjectId(""597694a9901f0224050013b2"")","ISODate(""2017-07-25T08:45:00.000+08:00"")","1500945469703","111","0","0"
"ObjectId(""597694fc901f020c050007b5"")","ISODate(""2017-07-25T08:46:00.000+08:00"")","1500945551860","110","0","0"
"ObjectId(""59769593901f0224050013bc"")","ISODate(""2017-07-25T08:49:00.000+08:00"")","1500945702787","114","0","0"
"ObjectId(""59769595901f02d806000671"")","ISODate(""2017-07-25T08:49:00.000+08:00"")","1500945704977","109","0","1"
"ObjectId(""597695d5901f0224050013c1"")","ISODate(""2017-07-25T08:50:00.000+08:00"")","1500945769834","111","1","0"
"ObjectId(""59769627901f0224050013c6"")","ISODate(""2017-07-25T08:51:00.000+08:00"")","1500945851875","110","0","0"
"ObjectId(""597696be901f02d806000680"")","ISODate(""2017-07-25T08:54:00.000+08:00"")","1500946002831","114","0","0"
"ObjectId(""597696c1901f0224050013d1"")","ISODate(""2017-07-25T08:54:00.000+08:00"")","1500946005024","109","0","2"
"ObjectId(""59769701901f020c050007cc"")","ISODate(""2017-07-25T08:55:00.000+08:00"")","1500946069924","111","0","0"
"ObjectId(""59769754901f0224050013d6"")","ISODate(""2017-07-25T08:56:00.000+08:00"")","1500946151893","110","0","0"
"ObjectId(""597697eb901f02f4050001b9"")","ISODate(""2017-07-25T08:59:00.000+08:00"")","1500946302942","114","0","0"
"ObjectId(""597697ed901f025812005148"")","ISODate(""2017-07-25T08:59:00.000+08:00"")","1500946305131","109","0","2"
"ObjectId(""5976982e901f0224050013dd"")","ISODate(""2017-07-25T09:00:00.000+08:00"")","1500946369944","111","0","0"
"ObjectId(""5976987f901f020c050007d3"")","ISODate(""2017-07-25T09:01:00.000+08:00"")","1500946451898","110","0","0"
"ObjectId(""597698aa901f020c050007d5"")","ISODate(""2017-07-25T09:02:00.000+08:00"")","1500945026053","106","0","0"
"ObjectId(""59769916901f020c050007d9"")","ISODate(""2017-07-25T09:04:00.000+08:00"")","1500946603142","114","0","0"
"ObjectId(""59769918901f02f4050001be"")","ISODate(""2017-07-25T09:04:00.000+08:00"")","1500946605153","109","0","3"
"ObjectId(""5976995a901f02f4050001c8"")","ISODate(""2017-07-25T09:05:00.000+08:00"")","1500946670048","111","0","0"
"ObjectId(""597699ac901f02f4050001d0"")","ISODate(""2017-07-25T09:06:00.000+08:00"")","1500946752002","110","0","0"
"ObjectId(""59769a43901f02041200504f"")","ISODate(""2017-07-25T09:09:00.000+08:00"")","1500946903267","114","0","0"
"ObjectId(""59769a45901f02d80600069c"")","ISODate(""2017-07-25T09:09:00.000+08:00"")","1500946905312","109","0","2"
"ObjectId(""59769a86901f02f4050001d9"")","ISODate(""2017-07-25T09:10:00.000+08:00"")","1500946970223","111","1","1"
"ObjectId(""59769ad8901f02d8060006a8"")","ISODate(""2017-07-25T09:11:00.000+08:00"")","1500947052077","110","0","0"
"ObjectId(""59769b6e901f02f4050001e1"")","ISODate(""2017-07-25T09:14:00.000+08:00"")","1500947203294","114","0","0"
"ObjectId(""59769b72901f0224050013ef"")","ISODate(""2017-07-25T09:14:00.000+08:00"")","1500947205356","109","2","0"
"ObjectId(""59769bb2901f0224050013f4"")","ISODate(""2017-07-25T09:15:00.000+08:00"")","1500947270289","111","0","0"
"ObjectId(""59769c03901f020412005068"")","ISODate(""2017-07-25T09:16:00.000+08:00"")","1500947352110","110","0","0"
"ObjectId(""59769c9b901f02041200506e"")","ISODate(""2017-07-25T09:19:00.000+08:00"")","1500947503353","114","0","0"
"ObjectId(""59769c9e901f02d8060006b4"")","ISODate(""2017-07-25T09:19:00.000+08:00"")","1500947505452","109","1","1"
"ObjectId(""59769cde901f020412005076"")","ISODate(""2017-07-25T09:20:00.000+08:00"")","1500947570466","111","1","2"
"ObjectId(""59769d30901f02d8060006ba"")","ISODate(""2017-07-25T09:21:00.000+08:00"")","1500947652112","110","0","0"
"ObjectId(""59769dc8901f025812005153"")","ISODate(""2017-07-25T09:24:00.000+08:00"")","1500947803509","114","1","1"
"ObjectId(""59769dc9901f020412005085"")","ISODate(""2017-07-25T09:24:00.000+08:00"")","1500947805529","109","0","3"
"ObjectId(""59769e09901f020412005089"")","ISODate(""2017-07-25T09:25:00.000+08:00"")","1500947870510","111","0","1"
"ObjectId(""59769e5c901f02240500140e"")","ISODate(""2017-07-25T09:26:00.000+08:00"")","1500947952242","110","0","0"
"ObjectId(""59769ef3901f022405001416"")","ISODate(""2017-07-25T09:29:00.000+08:00"")","1500948103601","114","0","0"
"ObjectId(""59769ef5901f025812005163"")","ISODate(""2017-07-25T09:29:00.000+08:00"")","1500948105637","109","0","0"
"ObjectId(""59769f37901f02240500141a"")","ISODate(""2017-07-25T09:30:00.000+08:00"")","1500948170589","111","1","0"
"ObjectId(""59769f88901f02240500141f"")","ISODate(""2017-07-25T09:31:00.000+08:00"")","1500948252307","110","0","0"
"ObjectId(""5976a020901f028003005372"")","ISODate(""2017-07-25T09:34:00.000+08:00"")","1500948403787","114","0","0"
"ObjectId(""5976a022901f022405001427"")","ISODate(""2017-07-25T09:34:00.000+08:00"")","1500948405688","109","0","7"
"ObjectId(""5976a062901f0204120050a9"")","ISODate(""2017-07-25T09:35:00.000+08:00"")","1500948470677","111","1","1"
"ObjectId(""5976a0b4901f028003005377"")","ISODate(""2017-07-25T09:36:00.000+08:00"")","1500948552396","110","0","0"
"ObjectId(""5976a14b901f02800300537e"")","ISODate(""2017-07-25T09:39:00.000+08:00"")","1500948703854","114","0","0"
"ObjectId(""5976a14e901f025812005176"")","ISODate(""2017-07-25T09:39:00.000+08:00"")","1500948705707","109","1","2"
"ObjectId(""5976a18e901f022405001438"")","ISODate(""2017-07-25T09:40:00.000+08:00"")","1500948770724","111","1","0"
"ObjectId(""5976a1bb901f02581200517c"")","ISODate(""2017-07-25T09:41:00.000+08:00"")","1500947126610","106","0","0"
"ObjectId(""5976a1e0901f0204120050b8"")","ISODate(""2017-07-25T09:41:00.000+08:00"")","1500948852473","110","0","0"
"ObjectId(""5976a277901f0204120050bc"")","ISODate(""2017-07-25T09:44:00.000+08:00"")","1500949003939","114","0","0"
"ObjectId(""5976a279901f022405001445"")","ISODate(""2017-07-25T09:44:00.000+08:00"")","1500949005787","109","0","1"
"ObjectId(""5976a2ba901f0204120050c0"")","ISODate(""2017-07-25T09:45:00.000+08:00"")","1500949070842","111","4","11"
"ObjectId(""5976a30c901f0204120050c7"")","ISODate(""2017-07-25T09:46:00.000+08:00"")","1500949152590","110","0","0"
"ObjectId(""5976a3a3901f022405001457"")","ISODate(""2017-07-25T09:49:00.000+08:00"")","1500949303971","114","1","0"
"ObjectId(""5976a3a5901f0204120050ce"")","ISODate(""2017-07-25T09:49:00.000+08:00"")","1500949305852","109","0","1"
"ObjectId(""5976a3e7901f0204120050d3"")","ISODate(""2017-07-25T09:50:00.000+08:00"")","1500949370995","111","9","1"
"ObjectId(""5976a438901f022405001461"")","ISODate(""2017-07-25T09:51:00.000+08:00"")","1500949452772","110","0","0"
"ObjectId(""5976a4cf901f025812005191"")","ISODate(""2017-07-25T09:54:00.000+08:00"")","1500949604111","114","0","0"
"ObjectId(""5976a4d2901f02d8060006bd"")","ISODate(""2017-07-25T09:54:00.000+08:00"")","1500949605919","109","1","2"
"ObjectId(""5976a512901f02d8060006c1"")","ISODate(""2017-07-25T09:55:00.000+08:00"")","1500949671001","111","3","1"
"ObjectId(""5976a564901f02d8060006c6"")","ISODate(""2017-07-25T09:56:00.000+08:00"")","1500949752890","110","0","0"
"ObjectId(""5976a5fc901f0204120050e7"")","ISODate(""2017-07-25T09:59:00.000+08:00"")","1500949904223","114","0","0"
"ObjectId(""5976a5fe901f02d8060006c8"")","ISODate(""2017-07-25T09:59:00.000+08:00"")","1500949905930","109","5","2"
"ObjectId(""5976a63d901f02d8060006ca"")","ISODate(""2017-07-25T10:00:00.000+08:00"")","1500949971017","111","14","11"
"ObjectId(""5976a691901f0204120050eb"")","ISODate(""2017-07-25T10:01:00.000+08:00"")","1500950052939","110","0","0"
"ObjectId(""5976a729901f02d8060006da"")","ISODate(""2017-07-25T10:04:00.000+08:00"")","1500950204349","114","0","0"
"ObjectId(""5976a72a901f022405001475"")","ISODate(""2017-07-25T10:04:00.000+08:00"")","1500950205972","109","4","4"
"ObjectId(""5976a76b901f0258120051ac"")","ISODate(""2017-07-25T10:05:00.000+08:00"")","1500950271100","111","2","1"
"ObjectId(""5976a7bc901f02d8060006e1"")","ISODate(""2017-07-25T10:06:00.000+08:00"")","1500950352971","110","0","0"
"ObjectId(""5976a854901f02d8060006e9"")","ISODate(""2017-07-25T10:09:00.000+08:00"")","1500950504397","114","0","0"
"ObjectId(""5976a856901f0280030053a1"")","ISODate(""2017-07-25T10:09:00.000+08:00"")","1500950506012","109","5","3"
"ObjectId(""5976a897901f02f4050001f5"")","ISODate(""2017-07-25T10:10:00.000+08:00"")","1500950571248","111","0","0"
"ObjectId(""5976a8e7901f0280030053a8"")","ISODate(""2017-07-25T10:11:00.000+08:00"")","1500950653020","110","0","0"
"ObjectId(""5976a980901f02d8060006fb"")","ISODate(""2017-07-25T10:14:00.000+08:00"")","1500950804465","114","0","0"
"ObjectId(""5976a982901f0258120051b3"")","ISODate(""2017-07-25T10:14:00.000+08:00"")","1500950806102","109","5","2"
"ObjectId(""5976a9c3901f0204120050ef"")","ISODate(""2017-07-25T10:15:00.000+08:00"")","1500950871294","111","0","0"
"ObjectId(""5976aa15901f020c05000827"")","ISODate(""2017-07-25T10:16:00.000+08:00"")","1500950953075","110","0","0"
"ObjectId(""5976aaac901f0280030053b7"")","ISODate(""2017-07-25T10:19:00.000+08:00"")","1500951104630","114","0","0"
"ObjectId(""5976aaaf901f020c0500082e"")","ISODate(""2017-07-25T10:19:00.000+08:00"")","1500951106229","109","0","4"
"ObjectId(""5976aaef901f0280030053bc"")","ISODate(""2017-07-25T10:20:00.000+08:00"")","1500951171462","111","0","0"
"ObjectId(""5976aaf3901f02d80600070a"")","ISODate(""2017-07-25T10:20:00.000+08:00"")","1500949528082","106","0","0"
"ObjectId(""5976ab40901f0280030053c1"")","ISODate(""2017-07-25T10:21:00.000+08:00"")","1500951253077","110","0","0"
"ObjectId(""5976abd8901f020412005106"")","ISODate(""2017-07-25T10:24:00.000+08:00"")","1500951404670","114","0","0"
"ObjectId(""5976abda901f02d80600070b"")","ISODate(""2017-07-25T10:24:00.000+08:00"")","1500951406267","109","2","1"
"ObjectId(""5976ac1c901f02d80600070c"")","ISODate(""2017-07-25T10:25:00.000+08:00"")","1500951471574","111","0","0"
"ObjectId(""5976ac6b901f020c05000841"")","ISODate(""2017-07-25T10:26:00.000+08:00"")","1500951553136","110","0","0"
"ObjectId(""5976ad05901f020412005116"")","ISODate(""2017-07-25T10:29:00.000+08:00"")","1500951704791","114","0","0"
"ObjectId(""5976ad07901f02d80600071d"")","ISODate(""2017-07-25T10:29:00.000+08:00"")","1500951706361","109","2","1"
"ObjectId(""5976ad46901f020412005118"")","ISODate(""2017-07-25T10:30:00.000+08:00"")","1500951771743","111","0","0"
"ObjectId(""5976ad98901f020c0500084a"")","ISODate(""2017-07-25T10:31:00.000+08:00"")","1500951853182","110","0","0"
"ObjectId(""5976ae30901f02f40500020d"")","ISODate(""2017-07-25T10:34:00.000+08:00"")","1500952004884","114","0","0"
"ObjectId(""5976ae32901f026412004e08"")","ISODate(""2017-07-25T10:34:00.000+08:00"")","1500952006419","109","0","2"
"ObjectId(""5976ae73901f022405001490"")","ISODate(""2017-07-25T10:35:00.000+08:00"")","1500952071800","111","0","0"
